log10_HSat2_density_plus_epsilon	log10_HSat3_density_plus_epsilon	pooled_pass
-9.0	-6.423605349045976	0
-9.0	-6.125991803158664	0
-6.72055874940843	-9.0	0
-8.642792052019217	-6.3176064738493825	0
-9.0	-5.6835396521022075	0
-5.523458436495758	-9.0	0
-6.37651558665851	-9.0	0
-6.885342524347036	-9.0	0
-6.523572113188939	-9.0	0
-6.448688670781837	-9.0	0
-9.0	-6.746649170684545	0
-9.0	-6.860142385384536	0
-9.0	-7.0142096113253105	0
-9.0	-5.856843592401289	0
-9.0	-5.755419823909203	0
-7.249480506547146	-5.722328187631929	0
-4.967133016920293	-6.3913057130588795	1
-9.0	-6.377135211943045	0
-6.105304540214936	-4.139332065317644	1
-9.0	-6.567594796840167	0
-8.879739807765889	-5.830455424117918	0
-9.0	-6.065412909191791	0
-9.0	-6.215611751060241	0
-6.103307889272084	-9.0	0
-6.4850825387552335	-9.0	0
-9.0	-6.420460893796643	0
-7.569455143211059	-4.726100606309824	1
-9.0	-5.949056678221541	0
-8.504875116599136	-6.326347266746145	0
-6.748370663247316	-9.0	0
-9.0	-7.514737321207473	0
-6.296445044529815	-9.0	0
-6.479613297844192	-9.0	0
-9.0	-7.707561387721745	0
-9.0	-5.718551522377839	0
-9.0	-7.517993410816736	0
-9.0	-5.1210096585832865	1
-9.0	-5.975648154448669	0
-9.0	-7.546702526885167	0
-9.0	-5.75655052300799	0
-9.0	-5.571585247740176	1
-8.956107883465604	-6.145577899857507	0
-7.471655871642153	-7.348355542234607	0
-5.402859384276097	-7.7848455715820375	1
-6.179588048093927	-6.556026227601434	0
-9.0	-6.071507547930996	0
-9.0	-5.807293676685422	0
-9.0	-6.458501605157319	0
-6.095354303069158	-9.0	0
-5.9534694597372	-9.0	0
-6.5946141414293615	-9.0	0
-9.0	-6.491347101797072	0
-4.96875894876658	-9.0	1
-8.814813640983981	-5.898344119481032	0
-5.538005558092755	-3.91507163373951	1
-9.0	-6.81222589515723	0
-6.837370381372517	-5.558617421036603	0
-8.279513499977169	-5.928560299311235	0
-8.519902541342232	-6.415528271645336	0
-5.715170967987956	-6.9731784498833695	0
-8.956107883465604	-6.1142892021485755	0
-9.0	-7.374562895696897	0
-6.74042244859969	-9.0	0
-5.586172596267977	-9.0	1
-6.462936018501671	-9.0	0
-9.0	-5.898148001205933	0
-9.0	-6.6665356290349616	0
-6.85059141417672	-9.0	0
-6.875176179613205	-9.0	0
-8.956107883465604	-6.76328695619861	0
-5.095472980753608	-9.0	1
-4.237536784413071	-9.0	1
-6.227068549510972	-9.0	0
-6.390362718917973	-9.0	0
-5.890826135560016	-9.0	0
-6.086979112244288	-9.0	0
-5.513747729137568	-9.0	0
-4.965137895400224	-9.0	1
-6.239395609151897	-8.95305205497169	0
-6.471331314096435	-9.0	0
-4.222759750090854	-8.051728511160725	1
-5.875960899464665	-9.0	0
-9.0	-5.7173861004137345	0
-6.195448531390122	-9.0	0
-4.922506772340427	-9.0	1
-4.048594146792697	-9.0	1
-8.036738039244138	-9.0	0
-5.796036315771356	-9.0	0
-5.185364554372394	-9.0	1
-6.122902355530418	-8.95305205497169	0
-5.792556166695286	-9.0	0
-6.256228926101157	-9.0	0
-7.118716149759745	-9.0	0
-4.897919250903912	-6.34251636061679	1
-5.8503500755165945	-5.996681010781155	0
-6.846680008265841	-8.566643907888897	0
-7.773503482272445	-7.195257340473803	0
-6.123515731002777	-6.396339630646919	0
-4.854293595147513	-6.896080973181141	1
-6.300208847162621	-9.0	0
-9.0	-5.954826785581699	0
-6.20622962105153	-5.961127698428666	0
-6.106601399595132	-5.850366884548846	0
-6.2020909200468815	-8.585318439588658	0
-6.797058986209066	-8.95305205497169	0
-6.043674150513937	-5.802296190201879	1
-8.814813640983981	-6.811261695517768	0
-7.4140751165158605	-9.0	0
-7.705150131674758	-8.019447918500125	0
-8.956107883465604	-5.992372673081972	0
-9.0	-5.379752280196752	0
-9.0	-5.409680049639641	1
-8.956107883465604	-6.014252442655735	0
-9.0	-6.414110801134145	0
-9.0	-6.282874160785141	0
-9.0	-6.336341853311039	0
-9.0	-5.934446251850721	0
-8.956107883465604	-6.093507885726318	0
-9.0	-5.9329991356226675	0
-9.0	-6.284207592393246	0
-9.0	-5.774227685366492	0
-9.0	-5.76874959275152	0
-9.0	-6.022632612258741	0
-7.28006511817539	-5.627125872059513	0
-9.0	-6.823635969926128	0
-9.0	-5.6406764961233895	0
-9.0	-6.267826925890379	0
-7.264503632901467	-5.611505542875031	0
-8.663572663670054	-5.677670159525277	0
-8.956107883465604	-5.553941355538973	0
-8.78566130646892	-4.164796175133111	1
-5.539346693528186	-6.377726368845829	0
-6.069124873797798	-9.0	0
-9.0	-6.776715966130668	0
-9.0	-5.871456499018427	0
-7.11448736597516	-4.027630694246645	1
-6.736628140693794	-5.008889953453641	1
-9.0	-5.8188671581136635	0
-6.799380796648124	-5.673582488158255	0
-8.956107883465604	-5.118071641345897	1
-7.436199974193892	-5.5625288315270485	0
-9.0	-6.13482826646884	0
-4.497282966654222	-6.342952973598195	1
-3.6531643904239433	-7.293381641040362	1
-7.008817286225865	-7.7788452578285145	0
-9.0	-6.065758879745998	0
-6.39286625563422	-8.744938210689646	0
-8.956107883465604	-5.870094179781231	0
-6.847979899998423	-4.242884975393583	1
-8.879739807765889	-5.954737431559363	0
-7.729229870429872	-5.048472355362177	1
-9.0	-5.893273608198794	0
-8.476295631033018	-5.343595986815384	0
-9.0	-6.80679018699824	0
-9.0	-5.760245759066772	0
-9.0	-6.891036663588761	0
-9.0	-6.531576986959668	0
-9.0	-5.824126314305785	0
-9.0	-5.458641787757176	0
-8.171157034695065	-5.786637576052338	0
-9.0	-5.579759386790611	0
-9.0	-6.121246635525649	0
-9.0	-6.206025282220862	0
-9.0	-6.014149987642515	0
-9.0	-6.767910967608953	0
-9.0	-7.165955776641885	0
-9.0	-7.186790686224417	0
-9.0	-5.329235172617435	1
-8.956107883465604	-6.051962951307972	0
-8.879739807765889	-6.288617918722223	0
-9.0	-6.1563871115117665	0
-9.0	-6.802364248468016	0
-8.7326425351591	-4.866290734712886	1
-9.0	-6.891422614107025	0
-9.0	-6.746372595710855	0
-9.0	-7.6463448195777355	0
-8.9162473954347	-5.866615780533177	0
-7.5117638687616495	-5.281723428970156	0
-9.0	-6.254440026419154	0
-9.0	-4.741862255573929	1
-6.592982750293568	-9.0	0
-9.0	-6.233572182877435	0
-5.848684345856642	-5.362290214028415	1
-9.0	-5.8795710775648224	0
-6.348943245514847	-9.0	0
-8.185077249775993	-9.0	0
-9.0	-5.599176941021578	0
-6.838642664469065	-4.666142859249058	1
-9.0	-6.090138994069002	0
-9.0	-5.753898034802904	0
-6.093402776404389	-9.0	0
-5.6756726468819085	-9.0	1
-6.684704041917847	-9.0	0
-6.183375889177683	-9.0	0
-6.719589018622356	-5.807452767544835	0
-6.37651558665851	-5.620454153396387	0
-7.0721340200837455	-5.704919479821696	0
-6.551925779217552	-6.303717629342596	0
-4.296528136378615	-4.624273342096329	1
-9.0	-5.7764443439685165	0
-9.0	-6.724272629411392	0
-6.169714002975186	-5.898658093048559	0
-8.685397798229335	-6.406585966387126	0
-9.0	-6.216835286739442	0
-8.75834335474173	-6.270221891105643	0
-9.0	-6.03112440666638	0
-6.762840566075752	-9.0	0
-7.293473009268828	-5.746672301517587	0
-9.0	-6.140135593315164	0
-5.2217075869470975	-9.0	1
-8.846064560851818	-7.6463448195777355	0
-9.0	-6.256225133504584	0
-5.413511024982592	-8.95305205497169	0
-6.326921716560071	-9.0	0
-5.598309660969129	-6.5880358726810675	0
-5.687790552126746	-9.0	0
-9.0	-5.7704997522643655	0
-8.814813640983981	-5.854425655409201	0
-8.879739807765889	-5.743804342927928	0
-8.846064560851818	-5.821094522549083	0
-9.0	-6.259006632056875	0
-9.0	-6.5761042650339245	0
-9.0	-6.158167517403989	0
-8.685397798229335	-5.47223710383818	0
-6.554070934157285	-3.836591554679701	1
-9.0	-5.687577671333458	0
-9.0	-6.0723852347584115	0
-9.0	-6.033742172021994	0
-7.294381759854159	-6.034600381274708	0
-6.317801630314085	-8.872091223416138	0
-7.854661598395437	-6.080126706276417	0
-9.0	-4.820178728336388	0
-9.0	-6.766460668352188	0
-9.0	-6.04464858726899	0
-9.0	-6.407471956611487	0
-9.0	-5.771992953425332	0
-8.113510289642763	-5.859418519395022	0
-6.388777040655995	-9.0	0
-6.126101410059371	-9.0	0
-5.31347994657871	-9.0	1
-5.904732159372444	-9.0	0
-6.669551954723823	-9.0	0
-5.320098767018479	-9.0	1
-6.166313836249306	-9.0	0
-6.292894861456137	-9.0	0
-6.521879196978618	-9.0	0
-6.195303679723154	-9.0	0
-7.266205405927148	-9.0	0
-9.0	-6.709039545293216	0
-9.0	-6.153059580241658	0
-9.0	-5.913067701579548	0
-9.0	-5.594376923639255	0
-9.0	-6.171942543507585	0
-9.0	-6.65878325714647	0
-8.956107883465604	-5.122032828459515	0
-9.0	-6.079888271565956	0
-9.0	-6.139656636743031	0
-9.0	-6.502556289493636	0
-8.9162473954347	-6.047515315414909	0
-6.589558696352734	-5.653970179339746	0
-7.211036368434505	-9.0	0
-6.993990394175196	-9.0	0
-5.981181828219984	-9.0	0
-6.141179533689155	-9.0	0
-3.611742978358853	-9.0	1
-6.658051887189324	-9.0	0
-9.0	-5.737907651305479	0
-6.422866954550333	-9.0	0
-6.116513680472855	-9.0	0
-7.0815048341766405	-9.0	0
-6.424827985654264	-8.718219686601858	0
-9.0	-6.838418921690926	0
-6.524652869592924	-9.0	0
-6.793599379910857	-9.0	0
-5.470588534743596	-8.836646598198483	1
-5.430922051562079	-9.0	1
-6.302056753123789	-9.0	0
-7.050851325800949	-8.69305009792043	0
-8.879739807765889	-5.215610415561559	0
-9.0	-6.751657877676169	0
-9.0	-6.659914669323619	0
-5.304644314341798	-6.7455439260217736	1
-6.31751369408861	-9.0	0
-6.702727117545995	-6.292198145448794	0
-4.20808104115589	-8.254422526648225	1
-6.520958562052173	-9.0	0
-6.209284947670141	-9.0	0
-6.2857020138474535	-9.0	0
-6.341275242682801	-9.0	0
-5.449554215746604	-8.95305205497169	0
-9.0	-6.114740969779206	0
-9.0	-6.153341783919648	0
-9.0	-6.210188321288861	0
-9.0	-5.613598164273877	0
-9.0	-6.887578457060689	0
-6.577520757445122	-9.0	0
-6.721773965798899	-9.0	0
-9.0	-7.614593223262745	0
-9.0	-6.370917927532691	0
-4.965846032588425	-9.0	1
-4.300988534218315	-9.0	1
-9.0	-7.422969901465882	0
-9.0	-6.134220035360321	0
-8.75834335474173	-5.658915164705783	0
-8.7326425351591	-5.714884554575555	0
-9.0	-5.982118115854849	0
-9.0	-6.879990740928605	0
-9.0	-6.46207870398959	0
-9.0	-5.635333853544014	0
-9.0	-4.205826294463547	1
-7.754723503608212	-6.864475401879126	0
-9.0	-5.781091555918125	0
-7.499921552877647	-9.0	0
-9.0	-5.809654193640375	0
-9.0	-6.663555123859019	0
-4.740818707077403	-9.0	1
-9.0	-7.707561387721745	0
-9.0	-5.785667949154229	0
-5.445142391395873	-9.0	0
-5.629200914866894	-9.0	0
-5.907261588825493	-9.0	0
-5.457149469182565	-9.0	1
-9.0	-5.9049060411398	0
-9.0	-6.111652530435931	0
-6.946569027634166	-9.0	0
-9.0	-7.098776511744768	0
-6.379936199032022	-4.838727286383499	1
-9.0	-5.404905483283827	1
-6.267625276866223	-9.0	0
-8.306720757358395	-5.030857300054435	0
-9.0	-5.639140222812984	0
-5.433658903304255	-9.0	1
-7.021733660767013	-9.0	0
-9.0	-6.086251446214851	0
-9.0	-5.783403833191467	0
-9.0	-6.58516513851637	0
-6.296627889853622	-7.150960385228587	0
-6.522340247327236	-8.910687782941014	0
-9.0	-7.334213546148029	0
-9.0	-5.829851853468224	0
-9.0	-6.1940803220768945	0
-6.385398529611287	-9.0	0
-5.311317971140613	-7.347251195996795	0
-6.770124374974338	-9.0	0
-6.275044276427973	-9.0	0
-5.775589384142093	-9.0	0
-6.278187932709678	-9.0	0
-6.704127012750397	-9.0	0
-6.232477797036127	-9.0	0
-6.137931339398507	-9.0	0
-5.3735868172789925	-9.0	1
-5.09551326252494	-9.0	1
-5.197304199543323	-9.0	1
-6.102839420098109	-9.0	0
-5.264740613576817	-6.3191544829568	1
-9.0	-7.437658769331545	0
-9.0	-6.280030519421161	0
-9.0	-6.219785913449483	0
-9.0	-6.159310819578838	0
-8.879739807765889	-5.108807732963366	1
-8.535468638674157	-4.110838527668381	1
-5.981890056517513	-5.669741468666464	0
-9.0	-7.1960352843352275	0
-7.998281069718935	-4.9985193249621345	1
-8.956107883465604	-5.039621690850416	1
-9.0	-5.57981590792969	0
-7.256927112914198	-5.864650933477854	0
-9.0	-5.756352438039525	0
-9.0	-6.979280436165024	0
-9.0	-5.841775501773806	0
-9.0	-5.283167507662978	1
-9.0	-5.89338995515847	0
-9.0	-4.697866891491457	1
-9.0	-4.4463282219058256	1
-9.0	-6.110627912138602	0
-9.0	-6.099700909136007	0
-9.0	-6.103585411643183	0
-9.0	-3.7968338860339332	1
-9.0	-6.004575451724591	0
-5.819927655442567	-9.0	0
-6.352672538090094	-8.95305205497169	0
-5.6102870373920934	-5.0138163365088975	1
-8.956107883465604	-5.9616720545337385	0
-6.83610181459585	-7.829342942125549	0
-9.0	-7.448662527122921	0
-6.696942310064777	-9.0	0
-6.574909659208085	-9.0	0
-9.0	-6.467718483861699	0
-6.165907599366899	-6.266268097869068	0
-6.423233974020855	-7.204685921815385	0
-6.61202972723806	-6.363183612857156	0
-9.0	-5.5391085005974725	0
-9.0	-6.433043265180571	0
-9.0	-5.9891208824925855	0
-9.0	-6.277956952728393	0
-9.0	-5.916858640127915	0
-6.331554599801008	-9.0	0
-5.752129172446979	-9.0	0
-3.8943526943120834	-9.0	1
-9.0	-7.026154948977362	0
-8.9162473954347	-6.696289228660247	0
-9.0	-6.264897292559642	0
-9.0	-6.21667194934816	0
-6.440206596626499	-9.0	0
-5.676439375012016	-8.311449076572158	0
-6.226523530752726	-9.0	0
-7.408124202645808	-6.905949398414634	0
-6.064224477957384	-6.2038793419081975	0
-9.0	-6.08462176702502	0
-9.0	-5.756211004071045	0
-9.0	-7.583103054263239	0
-5.1918820813345485	-6.690902590412823	1
-8.9162473954347	-5.900980684840638	0
-9.0	-6.457647467792565	0
-9.0	-5.237125343333459	0
-9.0	-4.406841700935776	1
-9.0	-5.720605080465697	0
-9.0	-6.60367541971864	0
-8.663572663670054	-5.206957183682325	1
-6.284099910163272	-9.0	0
-5.440749448209022	-9.0	1
-6.178820484631492	-5.495048903422175	1
-9.0	-6.180798015651308	0
-9.0	-5.16734711621364	1
-9.0	-6.519603762581566	0
-9.0	-5.885700921434556	0
-9.0	-6.154118790896725	0
-9.0	-5.213878901677355	1
-9.0	-6.612523450081897	0
-9.0	-5.947604077955327	0
-9.0	-5.944189850483919	0
-6.702727117545995	-9.0	0
-5.470820632476358	-9.0	0
-6.2351682079953035	-9.0	0
-7.47028974793176	-6.047902670286584	0
-9.0	-6.081320847358262	0
-9.0	-6.428498100515003	0
-9.0	-6.181550463125954	0
-8.956107883465604	-5.567958321258255	0
-6.232241206074658	-6.353789448372337	0
-9.0	-6.342952973598195	0
-9.0	-5.788979651149821	0
-9.0	-5.983356948773185	0
-6.173416331989265	-9.0	0
-9.0	-5.633944367190983	0
-9.0	-5.599590850315209	0
-9.0	-6.0900169799790245	0
-9.0	-6.134287574544191	0
-9.0	-5.797106886994643	0
-6.7386476454813025	-9.0	0
-7.068333458346598	-7.725631683099079	0
-9.0	-6.503345554540996	0
-6.195448531390122	-9.0	0
-6.7038933832979914	-6.671626631748019	0
-9.0	-5.17849488698854	1
-8.214332244786943	-5.062997861983472	1
-9.0	-5.929866099519547	0
-9.0	-5.895957505913862	0
-9.0	-7.082288354558352	0
-9.0	-5.755561000411694	0
-9.0	-7.285656519064824	0
-6.182953382801405	-9.0	0
-9.0	-6.322788107722023	0
-9.0	-5.826613639969527	0
-7.106741509739519	-9.0	0
-8.956107883465604	-6.598333865105642	0
-9.0	-6.0849230984547935	0
-6.8724130499350755	-9.0	0
-6.271923212180404	-9.0	0
-7.050332395257962	-9.0	0
-7.1162946622512075	-9.0	0
-6.1321952104104005	-7.9523230677919186	0
-7.816708644865622	-5.292449248327033	1
-4.2083981043945595	-9.0	1
-6.644805145930178	-7.63123811909864	0
-9.0	-6.788740727582968	0
-9.0	-6.294438659959651	0
-6.565807510966161	-9.0	0
-9.0	-6.518784419040236	0
-9.0	-6.196645859790615	0
-5.800652219538992	-9.0	0
-9.0	-6.300437488661068	0
-9.0	-5.551145583157693	0
-9.0	-7.586916701181169	0
-9.0	-7.279951538614279	0
-9.0	-6.10877693056911	0
-8.036738039244138	-3.974212467805657	1
-9.0	-6.688476032000343	0
-9.0	-5.706404785826074	0
-7.080391833037857	-6.531408411365017	0
-8.642792052019217	-5.920972180754557	0
-9.0	-5.859275066675357	0
-9.0	-7.143997705828901	0
-9.0	-6.781785865920042	0
-9.0	-7.1559015423645205	0
-9.0	-6.2691148811707	0
-9.0	-6.896080973181141	0
-9.0	-6.316988811881832	0
-9.0	-6.513900556208504	0
-9.0	-7.306235636531098	0
-9.0	-6.150317661937936	0
-9.0	-6.426110957211189	0
-5.642865255241807	-9.0	0
-9.0	-7.489531804881946	0
-9.0	-5.774375111136368	0
-9.0	-7.75847390772506	0
-4.971838684959921	-9.0	1
-9.0	-6.5344528290773445	0
-5.979064046755806	-9.0	0
-6.90716359348532	-9.0	0
-6.078374960661405	-6.620519619950809	0
-9.0	-6.427700927283088	0
-9.0	-7.135787212706686	0
-9.0	-6.267735075077626	0
-9.0	-5.574255696714124	0
-9.0	-5.7708506321156925	0
-9.0	-6.554246154282012	0
-9.0	-6.445171151215833	0
-6.522955743488494	-9.0	0
-9.0	-6.658105821954274	0
-8.708378043228171	-5.899011584845654	0
-9.0	-6.059800725529777	0
-9.0	-5.772491830208599	0
-9.0	-6.176757174371156	0
-9.0	-3.7540995616800537	1
-9.0	-6.019821216922912	0
-9.0	-6.2679187961331655	0
-9.0	-5.917145323178855	0
-9.0	-5.348114516278813	0
-9.0	-6.060769083072273	0
-9.0	-5.471531716590955	1
-9.0	-5.868479667496336	0
-9.0	-5.339459689034623	1
-9.0	-6.033849355479468	0
-7.0524118481986715	-9.0	0
-9.0	-6.052801977773292	0
-9.0	-6.165871219071503	0
-8.642792052019217	-6.089712094643085	0
-9.0	-6.257838027555131	0
-9.0	-7.076337061809931	0
-9.0	-6.038971282797591	0
-9.0	-5.778940507983973	0
-6.160928340456114	-9.0	0
-9.0	-6.443929228544442	0
-6.3342385660745935	-6.476095261749331	0
-7.101458792307205	-9.0	0
-9.0	-6.442965738041648	0
-9.0	-5.781331220232687	0
-9.0	-5.666992213302215	0
-9.0	-6.474170496010071	0
-9.0	-5.661613603991803	1
-5.832777630843121	-9.0	0
-4.648578339442316	-9.0	1
-9.0	-6.309745743307244	0
-4.253586504958679	-8.95305205497169	1
-9.0	-7.588836156819859	0
-6.291808310453222	-8.910687782941014	0
-7.98469453369287	-6.213013005785324	0
-8.956107883465604	-5.3325491359476125	0
-9.0	-6.4829752955660505	0
-9.0	-5.76495274584897	0
-9.0	-5.190005467946326	1
-9.0	-5.920393934185056	0
-9.0	-7.074567461361173	0
-6.370620693148436	-6.768201609549379	0
-9.0	-7.755640178972195	0
-9.0	-7.484964401591761	0
-6.11434473489331	-9.0	0
-9.0	-6.164782990174738	0
-9.0	-6.905949398414634	0
-9.0	-6.6640123338461	0
-9.0	-6.405197337626061	0
-9.0	-6.535983078564032	0
-6.433513164710728	-7.2159510555828845	0
-9.0	-7.666573350353927	0
-9.0	-5.804471567135768	0
-8.306720757358395	-9.0	0
-9.0	-5.959408391703411	0
-9.0	-5.845545905374641	0
-5.395632635010419	-9.0	0
-9.0	-5.697543495533314	0
-6.557725510343459	-9.0	0
-6.670632341945604	-9.0	0
-6.335236852146245	-9.0	0
-9.0	-7.687790310262138	0
-9.0	-6.021901982620069	0
-8.956107883465604	-6.798294448019177	0
-9.0	-7.495697370666279	0
-9.0	-5.952731811091452	0
-9.0	-5.628388310449282	0
-9.0	-5.570717185218675	1
-9.0	-6.4273028887185	0
-9.0	-6.454671146878523	0
-9.0	-7.130398536611484	0
-9.0	-6.514872944932701	0
-8.879739807765889	-6.4335811312715965	0
-9.0	-5.538011916178353	0
-6.059431716642151	-8.95305205497169	0
-5.220593200875641	-7.273389085340979	0
-9.0	-5.765097056008623	0
-9.0	-6.454812414874023	0
-9.0	-6.530566513510707	0
-6.6570023099710705	-9.0	0
-9.0	-6.5809887589711265	0
-9.0	-6.065470551814675	0
-9.0	-6.853015397544582	0
-8.956107883465604	-4.706003595079966	1
-9.0	-6.088130131995086	0
-6.3989574373342695	-9.0	0
-4.618052235114048	-9.0	1
-9.0	-5.902681280886217	0
-9.0	-6.02862822849177	0
-5.427892949929497	-9.0	1
-5.867845196746701	-9.0	0
-6.033128956626058	-9.0	0
-9.0	-5.791273100421083	0
-7.243775706559976	-9.0	0
-9.0	-6.81222589515723	0
-6.5731776079352695	-9.0	0
-6.508270486286757	-9.0	0
-6.170807702740739	-9.0	0
-9.0	-7.616639280856298	0
-4.223364945707344	-8.773408887264996	1
-6.363416163228017	-9.0	0
-8.78566130646892	-4.862138133083329	1
-9.0	-6.461935052914584	0
-5.166826420086513	-7.481945935552343	1
-9.0	-6.7303587700791105	0
-9.0	-6.121640091915832	0
-9.0	-6.433850314325176	0
-5.915281366125168	-9.0	0
-6.906418281203399	-9.0	0
-9.0	-5.292021695153277	1
-9.0	-6.09659335848881	0
-6.332447413484746	-9.0	0
-5.839810943338231	-9.0	0
-5.488406369895451	-9.0	1
-6.588841270003113	-9.0	0
-5.681024069904738	-9.0	0
-5.398074413205963	-9.0	0
-4.797675661166525	-9.0	1
-6.201429434981728	-9.0	0
-6.15323611616538	-9.0	0
-3.5268931181612544	-7.5700129945118775	1
-6.383272320423418	-9.0	0
-6.463741410482175	-9.0	0
-6.105657845252163	-9.0	0
-6.021909816920041	-9.0	0
-6.084278967931357	-9.0	0
-9.0	-4.780489491913198	1
-5.823727495121394	-9.0	0
-6.414870017373369	-9.0	0
-6.409026712215748	-9.0	0
-4.268054786487361	-7.424284912039082	1
-5.173675489600776	-9.0	1
-6.374541718314626	-9.0	0
-4.659363004741111	-7.80336055942511	1
-5.735964440948128	-8.95305205497169	0
-6.3038195767642975	-9.0	0
-6.102429923692467	-8.625264156419595	0
-5.778880158404486	-9.0	0
-6.673453992018503	-9.0	0
-6.3507003104078	-9.0	0
-9.0	-7.422969901465882	0
-9.0	-6.308029265680255	0
-5.60012672599599	-8.566643907888897	1
-9.0	-5.763109798516423	0
-8.956107883465604	-6.188841073778996	0
-9.0	-5.7950917050334745	0
-7.186939340329794	-9.0	0
-7.11448736597516	-9.0	0
-9.0	-6.59539447920831	0
-9.0	-6.496915532855275	0
-9.0	-6.22960040782388	0
-9.0	-7.015235391733729	0
-6.2031219036156475	-9.0	0
-6.805830529868012	-9.0	0
-8.956107883465604	-6.403561934830397	0
-9.0	-6.236211885862747	0
-9.0	-5.973730480249724	0
-4.201657825980175	-9.0	1
-5.698291996044277	-9.0	0
-9.0	-6.244663878462064	0
-9.0	-6.035944737611472	0
-9.0	-6.105224793772993	0
-9.0	-7.234265802973835	0
-9.0	-7.752824820222845	0
-9.0	-6.220938815140915	0
-7.010706752159999	-9.0	0
-5.951440991045851	-9.0	0
-9.0	-7.461384441549809	0
-5.917796723932734	-9.0	0
-7.369686287873557	-9.0	0
-6.812977596025625	-9.0	0
-6.134896249590368	-9.0	0
-6.455885851022911	-9.0	0
-6.69809312368278	-9.0	0
-3.3971187455270444	-9.0	1
-4.69313854135024	-9.0	1
-6.146065508472702	-9.0	0
-6.327510403872167	-9.0	0
-9.0	-6.886050271346924	0
-9.0	-6.285545130701612	0
-9.0	-5.827012937407231	0
-8.78566130646892	-5.309309276975564	1
-8.9162473954347	-5.54742234771395	1
-9.0	-5.938386328148573	0
-9.0	-5.237407885031112	1
-9.0	-6.3676689071208274	0
-9.0	-5.81205977303688	0
-9.0	-7.410034258209252	0
-9.0	-7.009623348121978	0
-6.118572123307701	-9.0	0
-7.141139446205552	-5.970707512734456	0
-9.0	-7.648546464006555	0
-6.079371887371669	-9.0	0
-4.701596264025504	-6.689202576990487	1
-4.173890930035052	-9.0	1
-8.603995188790389	-5.97401058713251	0
-6.824231718266854	-5.761704059097817	0
-6.081874262334482	-7.755640178972195	0
-6.71453315526982	-9.0	0
-9.0	-6.20882293237211	0
-8.057323835509715	-5.94764802483606	0
-6.213795261919275	-9.0	0
-8.9162473954347	-5.764750792151439	0
-7.38064275148905	-5.594942328577411	0
-8.956107883465604	-5.500853780838524	1
-9.0	-7.401203229319113	0
-9.0	-5.202311069002166	1
-5.866280832039329	-7.606504046008784	0
-5.9978165837377935	-9.0	0
-5.736518022082413	-9.0	0
-5.5712222501121245	-9.0	1
-3.765399332360146	-6.639554350689452	1
-5.945371089884922	-9.0	0
-5.641993458708123	-9.0	1
-7.5869409678988315	-6.162398441926235	0
-5.258146392811064	-7.585005691663927	1
-9.0	-6.854431469220648	0
-6.359805343407312	-6.030326194207354	0
-8.956107883465604	-6.243012321932452	0
-9.0	-6.213174972579491	0
-9.0	-6.300635581388142	0
-9.0	-6.267000967071882	0
-6.62801024986313	-9.0	0
-9.0	-5.712832211455744	0
-9.0	-6.145023666393402	0
-6.570764282886683	-7.153071143966322	0
-4.9281850032371946	-7.082288354558352	1
-6.015353141854319	-7.235116927881002	0
-6.566998803608251	-5.722040527921533	1
-9.0	-6.579668289390834	0
-9.0	-6.744441486979553	0
-6.459330124249136	-9.0	0
-9.0	-6.291518537670015	0
-9.0	-7.483452546181234	0
-9.0	-6.52256626477558	0
-6.568877462263718	-9.0	0
-4.516350914889598	-9.0	1
-6.060226846163402	-7.975123626011521	0
-9.0	-7.612556759917188	0
-8.879739807765889	-5.607270016823352	0
-6.745533649321969	-8.051728511160725	0
-9.0	-5.477058414687185	0
-7.266205405927148	-5.483078365882525	1
-9.0	-5.779357933741246	0
-4.950222787658989	-7.970466745347684	1
-6.241968068856878	-9.0	0
-9.0	-7.585005691663927	0
-9.0	-7.235116927881002	0
-9.0	-5.864324321482714	0
-9.0	-6.577226589837122	0
-9.0	-7.165955776641885	0
-9.0	-6.382126120013084	0
-6.395613947431122	-9.0	0
-6.528690820429223	-9.0	0
-9.0	-6.96854226975093	0
-6.928177573045967	-7.331014384079925	0
-9.0	-6.815455442624623	0
-8.535468638674157	-7.150960385228587	0
-5.044981681625868	-8.910687782941014	0
-9.0	-6.442690847191182	0
-4.232589747916192	-9.0	1
-9.0	-5.757655796242856	0
-9.0	-6.302621494114564	0
-9.0	-6.138973328056833	0
-9.0	-6.116877084303808	0
-8.13188860483167	-5.516560922977109	1
-5.862764642410564	-6.480120318461004	0
-6.005419385828487	-8.95305205497169	0
-8.956107883465604	-5.743474640055353	0
-6.062941227774414	-9.0	0
-8.708378043228171	-6.183739962142679	0
-9.0	-7.008610722442817	0
-9.0	-6.1527775598199765	0
-5.553155919461438	-9.0	1
-7.5117638687616495	-9.0	0
-7.021248362894413	-7.270606679998621	0
-9.0	-6.132871452706963	0
-8.708378043228171	-5.428921676135286	1
-9.0	-6.476095261749331	0
-9.0	-6.998612244522317	0
-6.474762967501533	-9.0	0
-4.255487930653348	-7.747248270723903	1
-6.597712478824755	-9.0	0
-6.863215182164584	-9.0	0
-9.0	-6.040111697122242	0
-6.69809312368278	-7.008610722442817	0
-7.301721042589981	-9.0	0
-7.998281069718935	-9.0	0
-6.876216902463496	-9.0	0
-9.0	-7.031986203568068	0
-9.0	-6.16218231263393	0
-9.0	-5.864650933477854	0
