prevalence_fraction	max_chromosome_count_fraction	dominant_chromosome_recurrence
0.3403141361256545	0.9989683631361761	1.0
0.19895287958115182	0.5265700483091788	0.1926605504587156
0.6212914485165794	1.0	1.0
0.987783595113438	0.6313838550247117	0.27486437613019893
0.8708551483420593	0.7914543316346531	0.9663865546218487
0.9703315881326352	0.5546334716459198	0.7156488549618321
1.0	0.5310863402681016	0.9182509505703422
0.9860383944153578	0.560232622542232	0.6844106463878327
0.6212914485165794	1.0	1.0
0.5549738219895288	1.0	1.0
0.612565445026178	1.0	1.0
0.5410122164048866	1.0	1.0
0.6230366492146597	1.0	1.0
0.6230366492146597	1.0	1.0
0.568935427574171	1.0	1.0
0.8743455497382199	1.0	1.0
0.4467713787085515	1.0	1.0
0.5951134380453752	1.0	1.0
0.20418848167539266	1.0	1.0
0.7591623036649214	0.9771771463739871	0.9971988795518207
0.8167539267015707	1.0	1.0
0.006980802792321117	1.0	1.0
0.9947643979057592	0.7561166568800156	0.9279475982532751
0.7382198952879581	0.9987620431670166	0.9905437352245863
1.0	0.39982046678635547	0.9860557768924303
1.0	0.7075324151152818	0.9406474820143885
0.8167539267015707	1.0	1.0
1.0	0.4573919360697421	0.7928571428571428
0.9982547993019197	0.4029674785059091	0.680672268907563
0.006980802792321117	1.0	1.0
0.568935427574171	1.0	1.0
0.8080279232111692	1.0	1.0
0.8167539267015707	1.0	1.0
0.6160558464223386	0.9514313284014152	0.8581081081081081
0.8411867364746946	0.9657192720019945	1.0
0.9930191972076788	0.45837837837837836	0.3683206106870229
0.038394415357766144	0.9436997319034852	1.0
0.8097731239092496	1.0	1.0
0.7958115183246073	1.0	1.0
0.7172774869109948	0.9963355048859935	0.9878345498783455
0.9895287958115183	0.5413807890222985	0.9302788844621513
