sample	hap	status	fasta	fai	t2t_pass_bed	hsat23_lifted_bed	altemose_log	t2t_chromosomes	annotation_records
HG01530	HG01530_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01530/filfa/HG01530_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01530/filfa/HG01530_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01530/centro/HG01530_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01530/hsat23/HG01530_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01530/hsat23/HG01530_hap2.HSat2and3_Regions.HSat2and3.log	14	156
HG01573	HG01573_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/filfa/HG01573_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/filfa/HG01573_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/centro/HG01573_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/hsat23/HG01573_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/hsat23/HG01573_hap1.HSat2and3_Regions.HSat2and3.log	13	82
HG01573	HG01573_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/filfa/HG01573_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/filfa/HG01573_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/centro/HG01573_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/hsat23/HG01573_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01573/hsat23/HG01573_hap2.HSat2and3_Regions.HSat2and3.log	15	96
HG01596	HG01596_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/filfa/HG01596_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/filfa/HG01596_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/centro/HG01596_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/hsat23/HG01596_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/hsat23/HG01596_hap1.HSat2and3_Regions.HSat2and3.log	15	119
HG01596	HG01596_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/filfa/HG01596_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/filfa/HG01596_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/centro/HG01596_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/hsat23/HG01596_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01596/hsat23/HG01596_hap2.HSat2and3_Regions.HSat2and3.log	14	162
HG01784	HG01784_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/filfa/HG01784_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/filfa/HG01784_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/centro/HG01784_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/hsat23/HG01784_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/hsat23/HG01784_hap1.HSat2and3_Regions.HSat2and3.log	16	212
HG01784	HG01784_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/filfa/HG01784_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/filfa/HG01784_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/centro/HG01784_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/hsat23/HG01784_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01784/hsat23/HG01784_hap2.HSat2and3_Regions.HSat2and3.log	15	203
HG01786	HG01786_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/filfa/HG01786_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/filfa/HG01786_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/centro/HG01786_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/hsat23/HG01786_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/hsat23/HG01786_hap1.HSat2and3_Regions.HSat2and3.log	12	176
HG01786	HG01786_hap2	EXCLUDE_invalid_annotation_coordinate	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/filfa/HG01786_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/filfa/HG01786_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/centro/HG01786_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/hsat23/HG01786_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01786/hsat23/HG01786_hap2.HSat2and3_Regions.HSat2and3.log	12	194
HG01884	HG01884_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/filfa/HG01884_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/filfa/HG01884_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/centro/HG01884_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/hsat23/HG01884_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/hsat23/HG01884_hap1.HSat2and3_Regions.HSat2and3.log	16	299
HG01884	HG01884_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/filfa/HG01884_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/filfa/HG01884_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/centro/HG01884_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/hsat23/HG01884_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01884/hsat23/HG01884_hap2.HSat2and3_Regions.HSat2and3.log	15	256
HG01890	HG01890_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/filfa/HG01890_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/filfa/HG01890_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/centro/HG01890_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/hsat23/HG01890_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/hsat23/HG01890_hap1.HSat2and3_Regions.HSat2and3.log	17	216
HG01890	HG01890_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/filfa/HG01890_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/filfa/HG01890_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/centro/HG01890_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/hsat23/HG01890_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01890/hsat23/HG01890_hap2.HSat2and3_Regions.HSat2and3.log	17	418
HG01891	HG01891_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/filfa/HG01891_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/filfa/HG01891_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/centro/HG01891_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/hsat23/HG01891_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/hsat23/HG01891_hap1.HSat2and3_Regions.HSat2and3.log	10	146
HG01891	HG01891_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/filfa/HG01891_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/filfa/HG01891_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/centro/HG01891_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/hsat23/HG01891_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01891/hsat23/HG01891_hap2.HSat2and3_Regions.HSat2and3.log	9	81
HG01928	HG01928_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/filfa/HG01928_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/filfa/HG01928_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/centro/HG01928_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/hsat23/HG01928_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/hsat23/HG01928_hap1.HSat2and3_Regions.HSat2and3.log	18	286
HG01928	HG01928_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/filfa/HG01928_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/filfa/HG01928_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/centro/HG01928_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/hsat23/HG01928_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01928/hsat23/HG01928_hap2.HSat2and3_Regions.HSat2and3.log	17	203
HG01934	HG01934_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/filfa/HG01934_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/filfa/HG01934_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/centro/HG01934_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/hsat23/HG01934_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/hsat23/HG01934_hap1.HSat2and3_Regions.HSat2and3.log	16	281
HG01934	HG01934_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/filfa/HG01934_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/filfa/HG01934_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/centro/HG01934_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/hsat23/HG01934_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01934/hsat23/HG01934_hap2.HSat2and3_Regions.HSat2and3.log	16	257
HG01940	HG01940_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/filfa/HG01940_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/filfa/HG01940_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/centro/HG01940_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/hsat23/HG01940_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/hsat23/HG01940_hap1.HSat2and3_Regions.HSat2and3.log	16	185
HG01940	HG01940_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/filfa/HG01940_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/filfa/HG01940_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/centro/HG01940_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/hsat23/HG01940_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01940/hsat23/HG01940_hap2.HSat2and3_Regions.HSat2and3.log	16	213
HG01943	HG01943_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/filfa/HG01943_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/filfa/HG01943_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/centro/HG01943_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/hsat23/HG01943_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/hsat23/HG01943_hap1.HSat2and3_Regions.HSat2and3.log	11	267
HG01943	HG01943_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/filfa/HG01943_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/filfa/HG01943_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/centro/HG01943_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/hsat23/HG01943_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01943/hsat23/HG01943_hap2.HSat2and3_Regions.HSat2and3.log	9	127
HG01952	HG01952_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/filfa/HG01952_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/filfa/HG01952_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/centro/HG01952_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/hsat23/HG01952_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/hsat23/HG01952_hap1.HSat2and3_Regions.HSat2and3.log	16	243
HG01952	HG01952_hap2	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/filfa/HG01952_hap2.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/filfa/HG01952_hap2.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/centro/HG01952_hap2.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/hsat23/HG01952_hap2.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01952/hsat23/HG01952_hap2.HSat2and3_Regions.HSat2and3.log	14	107
HG01960	HG01960_hap1	PASS	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01960/filfa/HG01960_hap1.t2t.filtered.fasta.gz	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01960/filfa/HG01960_hap1.t2t.filtered.fasta.gz.fai	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01960/centro/HG01960_hap1.t2t.pass.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01960/hsat23/HG01960_hap1.HSat2and3_Regions.lifted.bed	/home/senescence/Documents/storage2/hiura/docker/bulk_env/data/00_analysis/Repthoscope.v1.0.0/VallePrep_v0.0.0/results/data/HG01960/hsat23/HG01960_hap1.HSat2and3_Regions.HSat2and3.log	13	225
