kmer_id	target_family	group	hap_count	median_target_hits	mean_target_hits	q25_target_hits	q75_target_hits	median_target_density_per_M	measurable_haps
k16_0d340683	HSat2	G3	289	558.0	526.3356401384083	383.0	714.0	28.98554425786153	289
k16_0d340683	HSat2	NA	84	535.5	517.4761904761905	333.25	750.25	33.11601116672489	84
k16_0d34d43a	HSat2	G1	158	1539.0	1613.3417721518988	460.0	2477.5	87.69653574032063	158
k16_0d34d43a	HSat2	G2	42	1304.0	1279.6666666666667	344.75	1816.75	77.80570354392964	42
k16_0d34d43a	HSat2	G3	289	1950.0	2049.2283737024222	812.0	2825.0	115.3701797797314	289
k16_0d34d43a	HSat2	NA	84	1471.5	1551.547619047619	476.5	2315.5	98.9390254401612	84
k16_0d83a0b3	HSat2	G1	158	39.5	47.278481012658226	1.0	71.75	1.9399588749229628	158
k16_0d83a0b3	HSat2	G2	42	57.0	56.19047619047619	8.0	83.75	3.836594994468634	42
k16_0d83a0b3	HSat2	G3	289	84.0	93.33564013840831	47.0	120.0	5.065115296453836	289
k16_0d83a0b3	HSat2	NA	84	45.0	61.57142857142857	7.75	94.25	3.2341116198600806	84
k16_0e834158	HSat3	G1	59	43556.0	38395.30508474576	35124.5	51334.0	2420.231976463147	59
k16_0e834158	HSat3	G2	54	40716.5	37919.18518518518	31538.25	47880.5	2489.528272171342	54
k16_0e834158	HSat3	G3	70	42721.0	38284.18571428571	29752.25	50469.5	2488.206136310785	70
