kmer_id	target_family	group	hap_count	median_target_hits	mean_target_hits	q25_target_hits	q75_target_hits	median_target_density_per_M	measurable_haps
k16_281a0283	HSat3	G2	54	40.5	38.648148148148145	29.25	52.25	2.3159926807800097	54
k16_281a0283	HSat3	G3	70	33.0	36.75714285714286	25.25	51.75	2.0674103054545774	70
k16_281a0283	HSat3	G4	39	36.0	32.53846153846154	5.5	50.0	2.1110913776470275	39
k16_281a0283	HSat3	G5	47	105.0	93.51063829787235	61.5	126.0	5.797242639302766	47
k16_281a0283	HSat3	G6	47	35.0	35.659574468085104	25.0	47.5	2.2284519835451104	47
k16_281a0283	HSat3	G7	126	34.5	35.198412698412696	19.5	50.0	2.007005293742524	126
k16_281a0283	HSat3	NA	131	36.0	44.50381679389313	11.0	61.5	2.3146658932959445	131
k16_2d0f4f63	HSat2	G1	158	313.0	924.0696202531645	2.0	1201.0	15.226509372555826	158
k16_2d0f4f63	HSat2	G2	42	191.0	620.1904761904761	0.0	650.5	13.472401825650415	42
k16_2d0f4f63	HSat2	G3	289	419.0	1038.674740484429	0.0	1521.0	20.339097679015723	289
k16_2d0f4f63	HSat2	NA	84	89.5	884.797619047619	0.0	1130.0	5.798918123461309	84
k16_2ec3c158	HSat3	G1	59	87.0	74.83050847457628	42.0	98.5	4.735382519895064	59
k16_2ec3c158	HSat3	G2	54	3.0	3.8703703703703702	3.0	3.0	0.19546114897722158	54
k16_2ec3c158	HSat3	G3	70	0.0	0.04285714285714286	0.0	0.0	0.0	70
k16_2ec3c158	HSat3	G4	39	3.0	5.230769230769231	0.0	3.5	0.16245543373624266	39
k16_2ec3c158	HSat3	G5	47	47.0	59.212765957446805	24.0	93.5	3.8867228236574904	47
k16_2ec3c158	HSat3	G6	47	3.0	3.276595744680851	3.0	3.5	0.19254502874087553	47
k16_2ec3c158	HSat3	G7	126	0.0	0.015873015873015872	0.0	0.0	0.0	126
k16_2ec3c158	HSat3	NA	131	0.0	11.641221374045802	0.0	3.0	0.0	131
k16_2f53c4f5	HSat3	G1	59	24.0	23.949152542372882	14.0	35.5	1.373019158691465	59
k16_2f53c4f5	HSat3	G2	54	23.0	23.166666666666668	17.0	31.0	1.3637731957945072	54
k16_2f53c4f5	HSat3	G3	70	22.5	21.12857142857143	11.0	32.0	1.2234176034320678	70
k16_2f53c4f5	HSat3	G4	39	28.0	28.076923076923077	14.0	38.0	2.021920547028512	39
k16_2f53c4f5	HSat3	G5	47	43.0	41.61702127659574	30.5	50.5	2.369623324676309	47
k16_2f53c4f5	HSat3	G6	47	37.0	37.319148936170215	25.5	51.0	2.6119771801176848	47
k16_2f53c4f5	HSat3	G7	126	37.0	36.404761904761905	25.0	46.0	2.4185779997394397	126
k16_2f53c4f5	HSat3	NA	131	26.0	27.6793893129771	16.0	39.0	1.7786278512204836	131
k16_34d83a51	HSat2	G1	158	141.5	150.9493670886076	117.0	168.75	9.456697846406012	158
k16_34d83a51	HSat2	G2	42	34.0	79.21428571428571	28.0	139.25	4.443532100214245	42
k16_34d83a51	HSat2	G3	289	301.0	357.3044982698962	259.0	360.0	18.041386340884383	289
k16_34d83a51	HSat2	NA	84	204.5	205.96428571428572	102.75	266.25	12.946767594007934	84
k16_360e8045	HSat2	G1	158	2641.0	2393.8607594936707	78.5	4002.5	138.99433579040158	158
k16_360e8045	HSat2	G2	42	2419.5	2260.6428571428573	52.5	3596.0	147.33965252420896	42
k16_360e8045	HSat2	G3	289	2889.0	2559.7266435986157	82.0	4174.0	140.84809390690708	289
k16_360e8045	HSat2	NA	84	1811.5	1973.1666666666667	61.25	3645.25	107.29428888658464	84
k16_360e8560	HSat2	G1	158	7019.5	6591.651898734177	82.25	11207.75	383.0854909906342	158
k16_360e8560	HSat2	G2	42	5778.0	5981.261904761905	59.75	10981.75	370.37100604057207	42
k16_360e8560	HSat2	G3	289	7952.0	7081.42214532872	206.0	11602.0	411.6408542175285	289
k16_360e8560	HSat2	NA	84	3859.0	5387.785714285715	76.75	9996.75	202.70893288660392	84
k16_390e83a8	HSat3	G1	59	517.0	502.4406779661017	391.0	651.0	29.299757113892237	59
k16_390e83a8	HSat3	G2	54	472.5	438.51851851851853	319.75	546.0	27.187289065817197	54
k16_390e83a8	HSat3	G3	70	459.5	416.24285714285713	338.75	554.75	25.24877462335825	70
k16_390e83a8	HSat3	G4	39	417.0	354.15384615384613	29.0	520.0	24.639074116663473	39
k16_390e83a8	HSat3	G5	47	532.0	496.48936170212767	457.0	616.5	27.967237759631242	47
k16_390e83a8	HSat3	G6	47	447.0	396.0	338.0	528.0	26.257244284340935	47
k16_390e83a8	HSat3	G7	126	424.5	389.44444444444446	241.75	548.75	24.35688312294748	126
k16_390e83a8	HSat3	NA	131	423.0	375.2748091603053	79.0	550.0	25.703253964459766	131
k16_3a0d0662	HSat3	G1	59	8534.0	7387.71186440678	6690.0	10135.0	462.5602331079257	59
k16_3a0d0662	HSat3	G2	54	8084.0	7547.2037037037035	6248.25	9492.0	497.220009442648	54
k16_3a0d0662	HSat3	G3	70	8604.5	7628.314285714286	5728.0	10543.25	490.7962356318257	70
k16_3a0d0662	HSat3	G4	39	7752.0	6158.48717948718	184.0	9574.5	457.2353692791978	39
k16_3a0d0662	HSat3	G5	47	8813.0	7961.574468085107	6961.5	10378.5	475.0157227171232	47
k16_3a0d0662	HSat3	G6	47	7610.0	6825.63829787234	6217.5	8456.5	472.84785473003944	47
k16_3a0d0662	HSat3	G7	126	7831.0	7209.150793650793	5616.75	9813.75	468.9076412548776	126
k16_3a0d0662	HSat3	NA	131	7847.0	6878.8091603053435	179.5	10098.5	496.9858888001804	131
k16_3a0e80c1	HSat3	G1	59	137.0	125.89830508474576	91.5	169.5	7.796087052505947	59
k16_3a0e80c1	HSat3	G2	54	109.0	109.64814814814815	83.25	143.0	6.31961885843913	54
k16_3a0e80c1	HSat3	G3	70	112.0	105.5	74.25	143.75	6.24969318046837	70
k16_3a0e80c1	HSat3	G4	39	107.0	89.07692307692308	10.5	139.0	5.950576942244647	39
k16_3a0e80c1	HSat3	G5	47	136.0	127.2127659574468	103.5	165.0	6.9450298856802455	47
k16_3a0e80c1	HSat3	G6	47	113.0	104.19148936170212	82.0	136.5	6.719685441924913	47
k16_3a0e80c1	HSat3	G7	126	110.5	101.47619047619048	65.25	142.75	6.282320462293115	126
k16_3a0e80c1	HSat3	NA	131	105.0	95.6030534351145	20.5	141.5	6.513144450664004	131
k16_3d4f91da	HSat3	G1	59	11625.0	10068.406779661016	9049.5	13866.5	632.8813524207477	59
k16_3d4f91da	HSat3	G2	54	11065.5	10118.814814814816	8424.75	12458.75	664.1216731596357	54
k16_3d4f91da	HSat3	G3	70	11445.5	10171.457142857143	7670.5	13866.75	656.2751141326789	70
k16_3d4f91da	HSat3	G4	39	10978.0	8545.435897435897	584.0	13167.5	637.748575772235	39
k16_3d4f91da	HSat3	G5	47	12389.0	10989.978723404256	9828.5	14027.0	644.5429756728546	47
k16_3d4f91da	HSat3	G6	47	10331.0	9411.595744680852	8941.0	11516.0	651.5362654771503	47
k16_3d4f91da	HSat3	G7	126	10707.5	9875.20634920635	7890.75	13244.75	647.2131735637308	126
k16_3d4f91da	HSat3	NA	131	10529.0	9299.12213740458	549.0	13511.0	666.4118772490918	131
k16_3dab53d8	HSat2	G1	158	7041.0	6607.987341772152	84.0	11283.0	384.841705493253	158
k16_3dab53d8	HSat2	G2	42	5792.5	6000.238095238095	61.75	11016.5	371.1176197681335	42
k16_3dab53d8	HSat2	G3	289	7956.0	7089.847750865052	203.0	11619.0	411.5538304336245	289
k16_3dab53d8	HSat2	NA	84	3884.0	5397.416666666667	75.75	10016.5	203.30831416402242	84
k16_3dbf535a	HSat2	G1	158	141.5	162.70253164556962	114.0	191.75	9.727412634786678	158
k16_3dbf535a	HSat2	G2	42	76.0	69.26190476190476	20.25	100.75	3.5889159871892184	42
k16_3dbf535a	HSat2	G3	289	424.0	492.9896193771626	367.0	518.0	26.77475386375915	289
k16_3dbf535a	HSat2	NA	84	252.0	267.45238095238096	101.25	394.5	15.548874852363959	84
